Ref,FCF number,Scientific name,Common name,Short name,Other names,Latitude,Longitude,Notes,Year planted,Est. year planted,Est. age,Year died,Tag,Cemetery section,Form,Condition,Height,Described,Social media,Tree tag,Water point,Map link,Photo link,Short URL,Wikipedia
4805.2155,,Prunus cerasifera 'Nigra',Purple cherry plum,Plum,,51.4805296,-0.2155793,"Weakened by fungus / slime mold, but still alive",,,,,Highlight,"6, 6A",,Poor,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4805296+-0.2155793,https://mymaps.usercontent.google.com/hostedimage/m/*/3AL_Y2X5NOwKcAZL_0j_ANOzw0Qok_Rf0zojw9ehH6lgVpCwN-o5SJpFV57_H0f_QhoB-puufoh4yPnPl5_vFSTrtsaSOGFy1noG2OcMUhiDmRR0cO0TCzxSoqelo2oMXlnl7116bhAhdtEcFKCr1sj5xshyC0cQclfJRmIBn50Hkql-Z-nBnZQyjp993KXlrNd7y-jzYOMYMpogf_sm0i8XE5LSLiM0qhe-CmIVxVdWLOoI8R_rqOq9D7v70DGI?authuser=0&fife=s16383,,
4802.2156,,Prunus cerasifera 'Nigra',Purple cherry plum,Plum,Purple plum,51.4802486,-0.2156679,,,,71,,,6C,,,,Yes,,Done,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4802486+-0.2156679,,pissard-1.fulhamcemeteryfriends.org.uk,https://en.wikipedia.org/wiki/Prunus_cerasifera
4803.2165,pissard-1,Prunus cerasifera 'Pissardii',Purple cherry plum,Plum,,51.4803815,-0.2165302,"Lost a large branch around 2023, but still mostly intact.",,1955,,,Highlight,7,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4803815+-0.2165302,https://mymaps.usercontent.google.com/hostedimage/m/*/3AL_Y2X7Qk_Xmn3YotDIvPat8JLAkKWmr_f6nTPzA-lNg555sO54PjGSFSgxXxR2FT52WIZSAJpWY8rBhu3CN34Dhqn9VUzoXZvESfjWh1uuGp1s9FCAuTxuihkGQxhkAP4-jNs6o_0-t807gT_PVeE6xocmA_3NO_1KuY6P6_Hg17TPYWqYG0PL_5X2msU4csoXWDS5kiqWRGBAJn3ooVzSjqVpZAyZBJ9_5ryJiJxV5OdoT2GAFcE_q6sXbJlw?authuser=0&fife=s16383,,
4809.2162,,Prunus cerasifera 'Pissardii',Purple cherry plum,Plum,,51.4809586,-0.2162073,"Large purple plum, planted in the 1950s. Reduced to a stump around 2023, but still alive.",,,,,Highlight,2,Stump,Poor,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4809586+-0.2162073,https://mymaps.usercontent.google.com/hostedimage/m/*/3AL_Y2X4NNOoTl5VFe4-1ZYK5IitvlI5E2NZE6b5--HXXBda7MNU34BHdUwTIOuuPy7whFZCRMUpcSoVDVS62H6LFP4FWF4OVTDnDYGUmo7vv7IZ2AbXzYf1ZzSECikaib46pWLmWSqaWx4hgytdSj8pHeMMuR0kWKt2DI2qdWb6PrI-rVpFQfNuQ2JUN_L3TMVZ0LbXdAMRLabnOJU2SKlwwiGtvar0TM-zXdrLjOyqmfgUs1tWi3qP1bQCI9Mg?authuser=0&fife=s16383,,
4803.2160,,Prunus domestica,Plum,Plum,,51.4803425,-0.2160723,,,,,,Highlight,6A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4803425+-0.2160723,https://mymaps.usercontent.google.com/hostedimage/m/*/3AL_Y2X64zptJm3ELUi8z3-BVSYgYNOK5MQKIWFCJ9juyWDeAYwVJuxjtK1Rfq6A-nrpPR7UHzMLG6WgIJM1wxa7PVBjRD0YmNok5YKXgesvhiUqmMf3bOp5t1kcWr4vSMOwpGqQFpRnUJvoJNog2xjtI9uy0A4E3mcdxHCvoGM5_sFKzR2glnbZZiVT6bujSsSKF3dQvMH544B8SRRBA-WaqB1aamVspIheO7l8s5Or_WO6sGDIrHks8d8fThkw?authuser=0&fife=s16383,,
4800.2171,,Prunus x hillieri 'Spire' (TBC),Japanese cherries (2 side by side),Cherry,,51.4800489,-0.2171685,2 young trees planted 1m apart. One in a metal cage.,,,,,TBC,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4800489+-0.2171685,,,
4808.2166,,Prunus x subhirtella 'Autumnalis',Winter-flowering cherry,Cherry,,51.4808738,-0.2166079,,,,,,,3,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4808738+-0.2166079,,,
4811.2166,,Prunus x subhirtella 'Autumnalis',Winter-flowering cherry,Cherry,,51.4811695,-0.2166441,,,,,,,3,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4811695+-0.2166441,,,
4807.2151,2024-06,Prunus x yedoensis,‘Yedoensis’ Japanese cherry,Cherry,"White Japanese cherry, Yoshino cherry",51.48071,-0.2151,,2024,,,,New 2024,14,,,,No,,,2 - Medium,http://maps.google.com/maps?z=12&t=k&q=loc:51.48071+-0.2151,https://photos.google.com/share/AF1QipMmMA8Yz6PSQdo2PU6gMmVbbn2FB0uZvrC_SehQLkNa9ULODhBstNqMOLrKeK0N4Q/photo/AF1QipNzdXI1N3wHQ2g-buUbGUSUPtfNQ3ubQOP82nSn?key=UzB5ejd5RllRaXgxY1dRYlYyV1dKUnJVZHJLRTBn,2024-06.fulhamcemeteryfriends.org.uk,
4806.2152,2024-07,Prunus x yedoensis,‘Yedoensis’ Japanese cherry,Cherry,"White Japanese cherry, Yoshino cherry",51.48067,-0.21525,Too close to wall. Moved to better place in Feb,2024,,,,New 2024,14,,,,No,,,2 - Medium,http://maps.google.com/maps?z=12&t=k&q=loc:51.48067+-0.21525,https://photos.google.com/share/AF1QipMmMA8Yz6PSQdo2PU6gMmVbbn2FB0uZvrC_SehQLkNa9ULODhBstNqMOLrKeK0N4Q/photo/AF1QipOYYF6xDT3IssTWCJx0r_lHv4m15BV7fKBgM8K5?key=UzB5ejd5RllRaXgxY1dRYlYyV1dKUnJVZHJLRTBn,2024-07.fulhamcemeteryfriends.org.uk,
4806.2158,2024-08,Prunus x yedoensis,‘Yedoensis’ Japanese cherry,Cherry,"White Japanese cherry, Yoshino cherry",51.48069,-0.21585,,2024,,,,New 2024,6,,,,No,,,1 - Nearest,http://maps.google.com/maps?z=12&t=k&q=loc:51.48069+-0.21585,https://photos.google.com/share/AF1QipMmMA8Yz6PSQdo2PU6gMmVbbn2FB0uZvrC_SehQLkNa9ULODhBstNqMOLrKeK0N4Q/photo/AF1QipMWt1CDIPuaRLUWlxt5wjZfBbU49vi305VTMuJB?key=UzB5ejd5RllRaXgxY1dRYlYyV1dKUnJVZHJLRTBn,2024-08.fulhamcemeteryfriends.org.uk,
4809.2158,,Pyrus calleryana 'Chanticleer',Chanticleer pear,Pear,,51.4809903,-0.215845,,,,,,,1,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4809903+-0.215845,,,
4809.2157,,Pyrus calleryana 'Chanticleer',Chanticleer pear,Pear,,51.4809552,-0.2157149,,,,,,,1,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4809552+-0.2157149,,,
4809.2157,,Pyrus calleryana 'Chanticleer',Chanticleer pear,Pear,,51.4809067,-0.2157001,,,,,,,1,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4809067+-0.2157001,,,
4808.2156,,Pyrus calleryana 'Chanticleer',Chanticleer pear,Pear,,51.4808608,-0.2156907,,,,,,,1,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4808608+-0.2156907,,,
4809.2157,,Pyrus calleryana 'Chanticleer',Chanticleer pear,Pear,,51.4809978,-0.2157806,,,,,,,1,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4809978+-0.2157806,,,
4793.2166,,Quercus ilex,Holm oak,Oak,Holly oak,51.479326,-0.2166616,,,,,,Self-sown,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.479326+-0.2166616,,,
4804.2160,,Quercus ilex,Holm oak,Oak,Holly oak,51.4804941,-0.2160515,,,,,,Self-sown,"6, 6A",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4804941+-0.2160515,,,
4796.2164,,Quercus ilex,Holm oak,Oak,Holly oak,51.4796896,-0.2164557,,,,,,Self-sown,7B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4796896+-0.2164557,,,
4798.2154,,Quercus ilex,Holm oak,Oak,Holly oak,51.4798477,-0.215498,Small self-sown tree,,,,,Self-sown,6C,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4798477+-0.215498,,,
4791.2171,,Quercus ilex,Holm oak,Oak,Holly oak,51.4791904,-0.2171668,Self-sown,,,,,Self-sown,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4791904+-0.2171668,,,
4808.2174,,Quercus ilex,Holm oak,Oak,Holly oak,51.4808377,-0.2174769,Self-sown,,,,,Self-sown,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4808377+-0.2174769,,,
4811.2162,oak-1,Quercus robur,English oak,Oak,,51.4811734,-0.2162401,,,1975,51,,"Bird box, Highlight, Native",2,,,,,,"Done, Needs content",,http://maps.google.com/maps?z=12&t=k&q=loc:51.4811734+-0.2162401,,freeman-01.fulhamcemeteryfriends.org.uk,https://en.wikipedia.org/wiki/Acer_%C3%97_freemanii
4803.2173,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4803301,-0.2173163,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4803301+-0.2173163,,,
4815.2162,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4815522,-0.2162757,,,,,,Native,"2, 2C",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4815522+-0.2162757,,,
4813.2164,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4813694,-0.2164789,,,,,,Native,2,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4813694+-0.2164789,,,
4813.2163,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4813915,-0.216318,,,,,,Native,2,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4813915+-0.216318,,,
4801.2156,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4801575,-0.2156799,,,,,,Native,6C,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4801575+-0.2156799,,,
4813.2170,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4813647,-0.2170302,,,,,,Native,4,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4813647+-0.2170302,,,
4812.2168,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4812895,-0.2168894,,,,,,Native,3,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4812895+-0.2168894,,,
4814.2169,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4814248,-0.2169203,,,,,,Native,3,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4814248+-0.2169203,,,
4801.2169,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4801314,-0.2169161,,,,,,Native,8B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4801314+-0.2169161,,,
4805.2167,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.4805831,-0.216743,,,,,,Native,7,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4805831+-0.216743,,,
4806.2155,,Quercus robur,English Oak,Oak,"Pedunculate oak, common oak",51.48063,-0.21552,,2025,,1,,"Donated, Native, New 2025",6,,,,No,,"Done, Needs content",2 - Medium,http://maps.google.com/maps?z=12&t=k&q=loc:51.48063+-0.21552,https://photos.app.goo.gl/h3QXQ7aHUYYi6Ppe7,oak-01.fulhamcemeteryfriends.org.uk,
4813.2131,robinia-1,Robinia pseudoacacia 'Frisia',False acacia ‘Frisia’,Robinia,"Black locust tree, Robinia",51.4813457,-0.2131789,,,,,,"Highlight, One of a kind",15,,,,Yes,,Done,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4813457+-0.2131789,,robinia-1.fulhamcemeteryfriends.org.uk,https://en.wikipedia.org/wiki/Robinia_pseudoacacia
4804.2154,,Sambucus nigra,Elder,Elder,,51.4804381,-0.2154932,,,,,,,16,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4804381+-0.2154932,,,
4799.2154,,Sambucus nigra,Elder,Elder,,51.4799202,-0.2154592,Self-sown. Cut down,,,,2025,Self-sown,6C,,Dead,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4799202+-0.2154592,,,
4801.2155,,Sambucus nigra,Elder,Elder,,51.4801633,-0.2155101,Had a grapevine growing on it. Cut down,,,,2025,Self-sown,6C,,Dead,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4801633+-0.2155101,,,
4807.2164,,Sambucus nigra,Elder,Elder,,51.4807555,-0.2164522,Self-sown,,,,,Self-sown,3,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4807555+-0.2164522,,,
4810.2160,,Sambucus nigra,Elder,Elder,,51.4810145,-0.2160043,,,,,,,"2, 2B",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4810145+-0.2160043,,,
4811.2160,,Sorbus aucuparia,Rowan,Rowan,,51.4811396,-0.2160429,,,,,,,"2, 2B",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4811396+-0.2160429,,,
4808.2149,,Sorbus aucuparia,Rowan,Rowan,,51.4808554,-0.2149763,,,,,,,15,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4808554+-0.2149763,,,
4803.2162,,Sorbus aucuparia,Rowan,Rowan,,51.4803001,-0.2162727,,,,,,,7,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4803001+-0.2162727,,,
4803.2172,yew-01,Taxus baccata,Yew,Yew,,51.4803669,-0.217264,,,,,,Native,9,,,,No,,"Done, Needs content",,http://maps.google.com/maps?z=12&t=k&q=loc:51.4803669+-0.217264,,yew-01.fulhamcemeteryfriends.org.uk,
4812.2178,,Taxus baccata,Yew,Yew,,51.4812314,-0.2178277,,,,,,,"5, 5A",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4812314+-0.2178277,,,
4809.2176,,Taxus baccata,Yew,Yew,,51.4809625,-0.2176137,Could be self-sown. Growing on grave,,,,,,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4809625+-0.2176137,,,
4795.2165,lime-001,Tilia x europaea,Lime avenue,Lime,Linden,51.4795983,-0.216563,,,,,,"Highlight, Native",10,,,,Yes,,Done,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4795983+-0.216563,,lime-001.fulhamcemeteryfriends.org.uk,https://en.wikipedia.org/wiki/Tilia
4807.2155,,Tilia x europaea,Common lime,Lime,Linden,51.4807761,-0.2155425,,,,,,Native,1,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4807761+-0.2155425,,,
4809.2167,,Tilia x europaea,Common lime,Lime,Linden,51.4809891,-0.2167796,"Coppiced, growing horizontal and wide",,,,,Native,3,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4809891+-0.2167796,,,
4796.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4796649,-0.2165129,,,,,,Native,7B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4796649+-0.2165129,,,
4797.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4797221,-0.216527,,,,,,Native,7B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4797221+-0.216527,,,
4797.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4797939,-0.216539,,,,,,Native,7B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4797939+-0.216539,,,
4798.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4798716,-0.2165618,,,,,,Native,7B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4798716+-0.2165618,,,
4799.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4799911,-0.2165914,,,,,,Native,7B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4799911+-0.2165914,,,
4796.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4796573,-0.2165846,,,,,,Native,8B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4796573+-0.2165846,,,
4797.2166,,Tilia x europaea,Common lime,Lime,Linden,51.4797163,-0.2166101,,,,,,Native,8B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4797163+-0.2166101,,,
4797.2166,,Tilia x europaea,Common lime,Lime,Linden,51.4797881,-0.2166222,,,,,,Native,8B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4797881+-0.2166222,,,
4799.2166,,Tilia x europaea,Common lime,Lime,Linden,51.4799259,-0.2166652,,,,,,Native,8B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4799259+-0.2166652,,,
4800.2166,,Tilia x europaea,Common lime,Lime,Linden,51.480088,-0.2166209,,,,,,Native,7B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.480088+-0.2166209,,,
4800.2166,,Tilia x europaea,Common lime,Lime,Linden,51.4800314,-0.2166851,,,,,,Native,8B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4800314+-0.2166851,,,
4796.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4796029,-0.2165062,,,,,,Native,11,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4796029+-0.2165062,,,
4795.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4795536,-0.2165498,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4795536+-0.2165498,,,
4795.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4795043,-0.2165364,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4795043+-0.2165364,,,
4795.2164,,Tilia x europaea,Common lime,Lime,Linden,51.4795402,-0.2164888,,,,,,Native,11,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4795402+-0.2164888,,,
4794.2164,,Tilia x europaea,Common lime,Lime,Linden,51.4794704,-0.2164629,,,,,,Native,11,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4794704+-0.2164629,,,
4794.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4794319,-0.2165166,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4794319+-0.2165166,,,
4793.2164,,Tilia x europaea,Common lime,Lime,Linden,51.4793981,-0.2164334,,,,,,Native,11,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4793981+-0.2164334,,,
4793.2164,,Tilia x europaea,Common lime,Lime,Linden,51.4793426,-0.2164931,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4793426+-0.2164931,,,
4792.2164,,Tilia x europaea,Common lime,Lime,Linden,51.4792691,-0.2164733,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4792691+-0.2164733,,,
4792.2163,,Tilia x europaea,Common lime,Lime,Linden,51.4792449,-0.2163875,,,,,,Native,11,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4792449+-0.2163875,,,
4791.2164,,Tilia x europaea,Common lime,Lime,Linden,51.4791844,-0.2164445,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4791844+-0.2164445,,,
4790.2164,,Tilia x europaea,Common lime,Lime,Linden,51.4790955,-0.2164231,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4790955+-0.2164231,,,
4791.2163,,Tilia x europaea,Common lime,Lime,Linden,51.4791644,-0.2163714,,,,,,Native,"11, 11A",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4791644+-0.2163714,,,
4790.2163,,Tilia x europaea,Common lime,Lime,Linden,51.479085,-0.2163475,,,,,,Native,"11, 11A",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.479085+-0.2163475,,,
4790.2163,,Tilia x europaea,Common lime,Lime,Linden,51.4790132,-0.2163937,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4790132+-0.2163937,,,
4790.2163,,Tilia x europaea,Common lime,Lime,Linden,51.4790069,-0.216326,,,,,,Native,"11, 11A",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4790069+-0.216326,,,
4789.2163,,Tilia x europaea,Common lime,Lime,Linden,51.4789443,-0.2163736,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4789443+-0.2163736,,,
4792.2153,,Tilia x europaea,Common lime,Lime,Linden,51.4792881,-0.2153466,,,,,,Native,12,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4792881+-0.2153466,,,
4792.2154,,Tilia x europaea,Common lime,Lime,Linden,51.4792422,-0.2154431,,,,,,Native,12,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4792422+-0.2154431,,,
4792.2155,,Tilia x europaea,Common lime,Lime,Linden,51.4792171,-0.2155088,,,,,,Native,12,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4792171+-0.2155088,,,
4791.2156,,Tilia x europaea,Common lime,Lime,Linden,51.4791837,-0.2156094,,,,,,Native,12,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4791837+-0.2156094,,,
4791.2157,,Tilia x europaea,Common lime,Lime,Linden,51.479142,-0.2157207,,,,,,Native,12,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.479142+-0.2157207,,,
4790.2159,,Tilia x europaea,Common lime,Lime,Linden,51.4790601,-0.2159326,,,,,,Native,11,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4790601+-0.2159326,,,
4789.2160,,Tilia x europaea,Common lime,Lime,Linden,51.4789983,-0.2160587,,,,,,Native,11,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4789983+-0.2160587,,,
4789.2161,,Tilia x europaea,Common lime,Lime,Linden,51.4789482,-0.2161767,,,,,,Native,11,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4789482+-0.2161767,,,
4788.2163,,Tilia x europaea,Common lime,Lime,Linden,51.4788828,-0.2163273,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4788828+-0.2163273,,,
4788.2163,,Tilia x europaea,Common lime,Lime,Linden,51.4788586,-0.2163944,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4788586+-0.2163944,,,
4788.2164,,Tilia x europaea,Common lime,Lime,Linden,51.4788377,-0.2164615,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4788377+-0.2164615,,,
4788.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4788168,-0.2165245,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4788168+-0.2165245,,,
4787.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4787817,-0.2165996,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4787817+-0.2165996,,,
4787.2166,,Tilia x europaea,Common lime,Lime,Linden,51.47875,-0.2166693,,,,,,Native,10,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.47875+-0.2166693,,,
4787.2167,,Tilia x europaea,Common lime,Lime,Linden,51.4787107,-0.2167753,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4787107+-0.2167753,,,
4786.2168,,Tilia x europaea,Common lime,Lime,Linden,51.4786773,-0.2168463,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4786773+-0.2168463,,,
4785.2170,,Tilia x europaea,Common lime,Lime,Linden,51.4785875,-0.217056,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4785875+-0.217056,,,
4785.2171,,Tilia x europaea,Common lime,Lime,Linden,51.4785717,-0.2171204,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4785717+-0.2171204,,,
4785.2171,,Tilia x europaea,Common lime,Lime,Linden,51.4785729,-0.2171673,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4785729+-0.2171673,,,
4786.2171,,Tilia x europaea,Common lime,Lime,Linden,51.4786139,-0.2171767,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4786139+-0.2171767,,,
4786.2171,,Tilia x europaea,Common lime,Lime,Linden,51.4786577,-0.2171988,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4786577+-0.2171988,,,
4786.2172,,Tilia x europaea,Common lime,Lime,Linden,51.4786986,-0.2172049,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4786986+-0.2172049,,,
4787.2172,,Tilia x europaea,Common lime,Lime,Linden,51.4787366,-0.217219,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4787366+-0.217219,,,
4787.2172,,Tilia x europaea,Common lime,Lime,Linden,51.4787792,-0.2172324,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4787792+-0.2172324,,,
4788.2172,,Tilia x europaea,Common lime,Lime,Linden,51.4788534,-0.2172651,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4788534+-0.2172651,,,
4789.2172,,Tilia x europaea,Common lime,Lime,Linden,51.4789039,-0.2172818,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4789039+-0.2172818,,,
4789.2172,,Tilia x europaea,Common lime,Lime,Linden,51.4789399,-0.2172952,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4789399+-0.2172952,,,
4789.2173,,Tilia x europaea,Common lime,Lime,Linden,51.4789762,-0.217302,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4789762+-0.217302,,,
4790.2173,,Tilia x europaea,Common lime,Lime,Linden,51.4790175,-0.2173167,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4790175+-0.2173167,,,
4790.2173,,Tilia x europaea,Common lime,Lime,Linden,51.4790596,-0.2173301,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4790596+-0.2173301,,,
4790.2173,,Tilia x europaea,Common lime,Lime,Linden,51.4790981,-0.2173422,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4790981+-0.2173422,,,
4791.2173,,Tilia x europaea,Common lime,Lime,Linden,51.479139,-0.2173583,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.479139+-0.2173583,,,
4791.2173,,Tilia x europaea,Common lime,Lime,Linden,51.4791833,-0.2173663,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4791833+-0.2173663,,,
4792.2173,,Tilia x europaea,Common lime,Lime,Linden,51.4792229,-0.2173744,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4792229+-0.2173744,,,
